316.61,211.66
323.39,299.55
351.76,290.95
352.81,226.55
355.68,357.68
361.86,184.78
365.19,122.73
371.28,135.09
370.27,355.76
375.94,295.05
402.98,330.79
432.6,313.55
444.68,283.55
451.61,292.01
458.75,327.53
483.99,329
491.95,326.32
500.32,293.46
520.54,171
524.35,173
541.92,357.5
541.64,244.49
555.7,356.98
569.39,358.2
298.53,89.059
308.13,353.17
405.48,330.4
411.78,157.04
413.9,207.48
445.27,213.49
457.03,333.73
299.32,84.595
304.15,61.827
304.63,52.663
305.53,58.33
306.88,14.219
306.2,49.767
306.35,40.453
307.62,45.726
327.41,94.188
376.88,67.18
400.64,144.38
412.31,145.75
417.11,135.55
418.15,122.21
417.1,131.87
419.39,119.18
419.55,177.84
462.35,165.36
462.2,176.76
463.49,132.69
499.16,209.27
377.4,114.88
442.23,319
478,284
481,284
538.53,229.41
319.58,213.98
382,217.31
473,285
321.25,169.62
327.92,255.5
355.13,249.89
356.06,184.49
359.11,296.7
364.7,134.77
366.64,78.712
372.69,74.034
376.55,219.73
378.89,256.95
412.75,207.77
433.93,262.48
445.25,227.52
453.58,227.01
461.15,229.51
485.33,245
492,244.31
498.77,241.45
518.85,103
522.57,111
597.04,341.9
581.65,243.8
594.79,346.33
632.19,338.54
362.95,127.05
352.26,344.83
453.48,333.4
492.76,204.09
451.8,224.69
487.16,232.71
558.92,348.47
363.28,122.66
341.78,86.415
361.5,90.86
344.44,83.473
366.21,59.121
362.29,87.633
344.67,67.004
344.45,70.988
363.48,116.06
455.09,126.25
534.57,224.49
453.29,171.78
456.35,161.19
456.35,148.41
453.55,155.73
455.33,144.27
453.51,195.92
491.26,184.51
495.16,196.82
537,188.01
533.22,229.16
376.83,74.837
440.87,271
478,326
481,326
536.43,189.35
324,172.02
383.55,166.25
473,325
